gene,symbol,description,baseMean,log2FoldChange,lfcSE,pvalue,padj
AT3G01970,ATWRKY45,member of WRKY Transcription Factor; Group I,404.37678396642895,-2.493326942228805,0.6796867168156864,1.0068673081903915e-5,0.00138570969469386
AT1G18060,FBN-like,NA,948.7227577148922,2.079160863864315,0.5608114665119247,1.034892033063208e-5,0.00139801642656227
AT1G64780,AMT1;2,"encodes an ammonium transporter protein believed to act as a high affinity transporter. It is expressed in the root, primarily in endodermal and cortical cells, and contributes to ammonium uptake in the root.",498.3381843405888,3.475924176473526,0.959272057907103,1.0363046977948308e-5,0.00139801642656227
AT2G29650,ANTR1,Encodes an inorganic phosphate transporter (PHT4;1) that  is localized to the thylakoid membrane.,1134.9762122707382,2.3604582131073455,0.6414365260484481,1.0572710852850976e-5,0.00139801642656227
AT3G23210,bHLH34,NA,100.2964982430021,2.6405982208257877,0.7186730447176475,1.0452503039132595e-5,0.00139801642656227
AT4G30660,NA,NA,305.84054436541277,-2.1571279739684583,0.5851655737227178,1.051647159608197e-5,0.00139801642656227
AT5G13655,NA,NA,19.320615688125734,7.495592836172094,2.869415068894414,1.0520467481812554e-5,0.00139801642656227
AT2G41290,SSL2,"Although this enzyme is predicted to encode a strictosidine synthase (SS), it lacks a conserved catalytic glutamate residue found in active SS enzymes and it is not expected to have SS activity.",110.12057662367974,2.6952786445443193,0.7371921179952443,1.0844546938944569e-5,0.00142464953975186
AT1G15580,ATAUX2-27,auxin induced protein,82.30474429150786,7.6074347794980115,1.915176116542467,1.1104700728410068e-5,0.00144012307972092
AT1G65970,TPX2,thioredoxin-dependent peroxidase 2,688.4079025748831,-2.4406032324329643,0.6688660261540003,1.1097484491351034e-5,0.00144012307972092
AT1G07860,NA,NA,36.157139046242634,8.384264238087807,3.167381574166341,1.1630902415508322e-5,0.00149875660361878
AT4G04850,ATKEA3,member of Putative potassium transporter family,549.5182244206812,2.083525649199148,0.5678271073104582,1.2408273374941003e-5,0.00158880872562298
AT5G55020,ATMYB120,"Encodes a putative transcription factor, member of the R2R3 factor gene family (MYB120).",49.23153724734219,4.764040589474741,1.3212156971561015,1.2860191065172253e-5,0.00163631777005974
AT5G25190,ESE3,encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11.,299.7037022090075,3.239679050802566,0.9073734419823054,1.3065888044801663e-5,0.00165209988146489
AT4G30670,NA,NA,383.92808940274233,-2.8299810074006095,0.7908168051829195,1.340640637671964e-5,0.00168462737520133
AT5G36790,NA,NA,235.14901730980017,2.9764177753055825,0.8328913549190466,1.3492444612295196e-5,0.00168497312932928
AT1G44446,ATCAO,"Encodes chlorophyllide <i>a</i> oxygenase which converts chlorophyllide <i>a</i> to chlorophyllide <i>b</i> by catalyzing two successive hydroxylations at the 7-methyl group of chlorophyllide <i>a</i> .  Mutants are deficient in pigments that associate with thylakoid membrane proteins, lacking chlorophyll <i>b</i> and light-harvesting proteins of photosystem II. The protein was shown through cross-linking experiments to interact with Toc75, Toc34, Tic40, Tic20 and Tic22.",2024.0192079090712,2.124585728613298,0.5849094619052888,1.389318797103554e-5,0.00172437475976699
AT5G23060,CaS,Encodes a  chloroplast-localized protein that modulates cytoplasmic Ca2+ concentration and is crucial for proper stomatal regulation in response to elevations of external Ca2+.,4028.5355682894497,2.6012352650769497,0.7234593031530668,1.4112507749468728e-5,0.0017409155138994
AT4G33010,AtGLDP1,NA,16939.96407395934,2.1539674754281664,0.5921030155099297,1.4358709689088956e-5,0.00176055185284823
AT4G38470,STY46,NA,2873.8021457216973,-2.2489328862594262,0.6279539768378418,1.4699693724957058e-5,0.00179150303463618
AT3G15354,SPA3,Encodes a member of the SPA (suppressor of phyA-105) protein family (SPA1-SPA4).  SPA proteins contain an N-terminal serine/threonine kinase-like motif followed by a coiled-coil structure and a C-terminal WD-repeat domain.  SPA proteins function redundantly in suppressing photomorphogenesis in dark- and light-grown seedlings. SPA3 (and SPA4) predominantly regulates elongation growth in adult plants.,281.45488028813867,2.674785218636836,0.7504192305770109,1.4999192168417812e-5,0.00181705782490575
AT2G42870,HLH1,"Encodes PHYTOCHROME RAPIDLY REGULATED1 (PAR1), an atypical basic helix-loop-helix (bHLP) protein.  Closely related to PAR2 (At3g58850).  Up regulated after simulated shade perception.  Acts in the nucleus to control plant development and as a negative regulator of shade avoidance response.  Functions as transcriptional repressor of auxin-responsive genes SAUR15 (AT4G38850) and SAUR68 (AT1G29510).",142.94532212807326,-2.808121645884915,0.7897906286999972,1.5172589433717538e-5,0.00182712295734249
AT1G66180,NA,NA,3486.194539635688,-2.5847735229248396,0.730294246215728,1.5676775285473434e-5,0.00187486539150995
AT5G25140,CYP71B13,putative cytochrome P450,104.08165097276832,2.4974092236131074,0.7000841480259827,1.575439259338103e-5,0.00187486539150995
AT3G24190,NA,NA,825.069034950341,2.1291549833319876,0.5947520093642487,1.6429667279254605e-5,0.00194379297500935
AT3G19390,NA,NA,376.5599656397098,-2.150365909232078,0.6052195935924524,1.7204333551928492e-5,0.00202360972144805
AT3G22840,ELIP,Encodes an early light-inducible protein.,905.4096872744334,3.663151482868683,1.054899758208401,1.7322606443627677e-5,0.00202574364717359
AT5G04950,ATNAS1,Encodes a nicotianamide synthase.,438.67837978491394,3.6164224111479446,1.0443290596926795,1.800442825710496e-5,0.0020933769429281
AT1G09420,G6PD4,"Encodes a protein similar to glucose-6-phosphate dehydrogenase but, based on amino acid differences in the active site and lack of activity, does not encode a functional G6PDH.  The amino acid sequence for the consensus sequence of the G6PDH active site (DHYLGKE) differs in three places in this protein.  gc exon splice site at 20574 is based on protein alignment, and is not confirmed experimentally.",309.70007616620035,-2.1296249221793193,0.6018173670709372,1.827804301093604e-5,0.00211304621802426
AT5G58310,ATMES18,"Encodes a protein shown to have methyl IAA esterase activity in vitro. This protein does not act on methyl JA, MeSA, MeGA4, or MEGA9 in vitro.",96.72040380629076,3.095405719823875,0.8873905696140428,1.83854411567874e-5,0.00211338556842594
AT1G66500,NA,NA,357.4695140532673,3.150113430798541,0.9071576368272316,1.892032045197738e-5,0.00215043260148289
AT3G03780,ATMS2,"Encodes a cytosolic methionine synthase, involved in methionine regeneration via the activated methyl cycle (or SAM cycle)",2193.239661065009,2.760391652210215,0.7879156904315735,1.887454169377824e-5,0.00215043260148289
AT3G26740,CCL,transcripts are  differentially regulated at the level of mRNA stability at different times of day controlled by the circadian clock. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant.,26092.5825458872,-2.996658183885244,0.8702311095558505,1.9752527384213408e-5,0.00223247699167609
AT1G78370,ATGSTU20,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).,2168.0036897029427,2.796833231594705,0.8028693185266554,2.0051487757468792e-5,0.00225367582678528
AT1G01580,ATFRO2,"Encodes the low-iron-inducible ferric chelate reductase responsible for reduction of iron at the root surface.  It is likely to be the major Fe(III) chelate reductase in Arabidopsis iron metabolism.  Coordinately regulated with IRT1, the major transporter responsible for high-affinity iron uptake from the soil, at both transcriptional and posttranscriptional levels. Steady state mRNA levels are regulated by several metals.  Its transcription is regulated by FIT1.",104.30565403958404,3.769275183033868,1.0947647023000948,2.0223546401989747e-5,0.00226045617269974
AT4G28250,ATEXPB3,"putative beta-expansin/allergen protein. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana.",415.71721339058416,3.571703577268663,1.048067273341266,2.179978552461988e-5,0.00242324978543178
AT2G01530,MLP329,NA,667.9446123297159,-2.0826632848422406,0.6007275900255519,2.319453298432891e-5,0.00256419998254622
AT5G58120,NA,NA,249.6458274292379,2.269259977700526,0.6544512927352001,2.3634038579850284e-5,0.0025985882310269
AT3G06520,NA,NA,69.17675805708504,3.1966621553376813,0.9338781973334072,2.389923733824424e-5,0.00260989462870253
AT5G62360,PMEI13,NA,224.9522428570804,-4.238809997783347,1.2731209903906604,2.399487919226294e-5,0.00260989462870253
AT5G02830,NA,NA,350.9424443964193,2.1149561173463924,0.6093792713747379,2.4749107214188295e-5,0.00267753576497456
AT1G64770,NDF2,"encodes a novel subunit of the chloroplast NAD(P)H dehydrogenase complex, involved in cyclic electron flow around photosystem I to produce ATP.",1246.1558636273046,2.3167389510822805,0.6713913481404659,2.55654557085774e-5,0.0027511422044693
AT1G62480,NA,NA,5860.59412823568,-2.0034170254131616,0.5820104666997535,2.5998660529618524e-5,0.00276280523086334
AT4G23700,ATCHX17,member of Putative Na+/H+ antiporter family,503.12902694749016,-3.1153328817539103,0.9284716980865066,2.6083525238243267e-5,0.00276280523086334
AT4G32630,NA,NA,34.105301698097186,8.189090819182569,3.2317317289665803,2.603790696029605e-5,0.00276280523086334
AT3G62550,NA,NA,2199.423290151754,-3.110860101090737,0.9301439994577476,2.679042524320971e-5,0.00282290152653841
AT1G51940,AtLYK3,NA,220.95924840737337,-2.193296146766861,0.6453714459535965,2.938695943472423e-5,0.0030761902985355
AT5G23240,AtDjC17,NA,1213.2861617284798,-3.72620022717633,1.1354912892258786,2.957587825919675e-5,0.0030761902985355
AT5G66740,BDR8,NA,32.5582741004258,4.197337487197632,1.2270326274314969,2.9650393367328547e-5,0.0030761902985355
AT1G67810,SUFE2,Encodes a protein capable of stimulating the cysteine desulfurase activity of CpNifS (AT1G08490) in vitro. SufE2:GFP localizes to the chloroplasts where it is likely to play a role in iron-sulfur cluster assembly. Transcript levels for this gene are high in the pollen relative to other organs based on RT-PCR analysis.,266.1020702654129,-2.640029389814834,0.7881895281497536,3.0374964083380888e-5,0.00313528519576978
AT1G10640,NA,NA,180.99644650889329,3.3729900223376266,1.014931105421792,3.068698697140147e-5,0.00313549713847688
AT1G72416,NA,NA,125.21865803023888,-2.94727898838585,0.8799029773509732,3.0670523331890596e-5,0.00313549713847688
AT1G42970,GAPB,"Encodes chloroplast localized glyceraldehyde-3-phosphate dehydrogenase that can use both NADH and NADPH to reduce 1,3-diphosphate glycerate. It forms A2B2 heterotetramers with GapA forms of the GADPH enzyme. These complexes are active in the light under reducing conditions, but show reduced NADPH-dependent activity in response to oxidized thioredoxins and increased NAD(H)/NADP(H) ratios due to the formation of inactive A8B8 hexadecamers.",19134.040766538456,2.3594185752385064,0.6890344626884611,3.103210681976061e-5,0.00315482689985214
AT1G70580,AOAT2,Encodes a protein with glyoxylate aminotransferase activity. It can act on a number of different small substrates and amino acids in vitro.,968.3122800782356,1.960782240250481,0.5767519951955118,3.3076171294310984e-5,0.00334582010727602
AT2G02100,LCR69,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2.",2540.1713662186626,-1.9163651963573065,0.567884252048792,3.4689959778000646e-5,0.00349160485705836
AT1G26665,NA,NA,516.9591824763735,-2.107916460597642,0.6290862930662313,3.5061579267315696e-5,0.00349424044412346
AT3G47430,PEX11B,"member of the peroxin11 (PEX11) gene family, located on the peroxisome membrane, controls peroxisome proliferation.",548.1710738530562,2.221804466547368,0.6600284061058206,3.493886234032539e-5,0.00349424044412346
AT5G24140,SQP2,Encodes a protein with similarity to squalene monoxygenases.,93.56087429264608,-4.323961482167729,1.321740097472141,3.5346372770641615e-5,0.00350535523295514
AT2G14170,ALDH6B2,Arabidopsis thaliana methylmalonate-semialdehyde dehydrogenase,2187.7321893418875,-2.2645496251128265,0.6803721174983839,3.560618288931286e-5,0.00350738999143597
AT5G53730,NHL26,NA,155.55838413882367,-2.4651355588988064,0.7412975686138537,3.571362454825811e-5,0.00350738999143597
AT5G17310,AtUGP2,NA,636.2985425394698,1.902274794323745,0.5633506725341012,3.65855636226566e-5,0.00357566443309162
AT2G41230,ARL2,NA,179.42080210934557,-2.954460846440825,0.9018475419335158,3.698435711090146e-5,0.00359726215726272
AT1G64860,RPOD1,"Subunit of chloroplast RNA polymerase, confers the ability to recognize promoter sequences on the core enzyme",1202.4147971397863,1.92441562950532,0.5712200234143483,3.732073368171001e-5,0.00361261130676878
AT3G23000,ATSR2,"Encodes a serine/threonine protein kinase with similarities to CBL-interacting protein kinases, SNF1 and SOS2.",844.6360192841978,2.068091034072505,0.6158081419480332,3.844284969779817e-5,0.00370351091541026
AT2G42170,NA,NA,131.93357585913975,-2.2270519060276164,0.6718114514286543,3.889052253787488e-5,0.00372278009554897
AT3G22240,AthCYSTM9,NA,922.136336992081,-2.335071528439449,0.707787016071763,3.9010893196400686e-5,0.00372278009554897
AT5G21430,CRRL,NA,859.9620751972017,2.0540061285078637,0.6134731433494007,4.00186396268247e-5,0.00380101924079948
AT4G35250,HCF244,NA,1565.3342777298892,2.0065556377633773,0.602199608925084,4.1213446010854205e-5,0.00389621133759622
AT1G73260,ATKTI1,Encodes a trypsin inhibitor involved in modulating programmed cell death in plant-pathogen interactions.,5955.411339775434,-2.9817094152682584,0.9262946292598132,4.1618370141228506e-5,0.00391619184338229
AT1G60590,NA,NA,245.40280516389535,4.222236447104662,1.3359592493653003,4.399111418595004e-5,0.00410927373971242
AT5G46830,ATNIG1,Calcium-binding transcription factor involved in salt stress signaling.,22.172417367994168,7.507401986472301,3.0875879969183617,4.4076536084108375e-5,0.00410927373971242
AT4G04330,AtRbcX1,NA,442.14973262850106,-2.7827394978769378,0.8672952398228511,4.583173861413604e-5,0.00425331148579168
AT4G22470,AtDHyPRP1,NA,764.523544203148,-3.5785446296961907,1.1337006670730616,4.629219022992456e-5,0.00427642602987033
AT1G66280,BGLU22,NA,805.0605661268086,-1.9430456955025008,0.5921819024742985,4.695744406422111e-5,0.00431816386756026
AT4G22890,PGR5-LIKE,"Encodes PGRL1A, a transmembrane protein present in thylakoids.  PGRL1A has a highly homologous isoform PGRL1B encoded by At4g11960. Plants lacking PGRL1 show perturbation of cyclic electron flow, similar to PGR5-deficient plants. PGRL1 and PGR5 interact physically and associate with PSI (photosystem I).",3837.2553370671258,1.963379477347212,0.5955560284575605,4.7427326471345385e-5,0.0043416391033565
